x_label,y_label,linqmap_type_label,linqmap_subtype_label,pubDate_1,linqmap_city_1,linqmap_roadType_1,linqmap_reportRating_1,linqmap_magvar_1,linqmap_reliability_1,x_1,y_1,light_rail_1,minutes_since_pub_1,days_since_pub_1,traffic_1,0-2_1,2-4_1,4-6_1,6-8_1,8-10_1,10-12_1,12-14_1,14-16_1,16-18_1,18-20_1,20-22_1,22-24_1,pubDate_2,linqmap_city_2,linqmap_roadType_2,linqmap_reportRating_2,linqmap_magvar_2,linqmap_reliability_2,x_2,y_2,light_rail_2,minutes_since_pub_2,days_since_pub_2,traffic_2,0-2_2,2-4_2,4-6_2,6-8_2,8-10_2,10-12_2,12-14_2,14-16_2,16-18_2,18-20_2,20-22_2,22-24_2,pubDate_3,linqmap_city_3,linqmap_roadType_3,linqmap_reportRating_3,linqmap_magvar_3,linqmap_reliability_3,x_3,y_3,light_rail_3,minutes_since_pub_3,days_since_pub_3,traffic_3,0-2_3,2-4_3,4-6_3,6-8_3,8-10_3,10-12_3,12-14_3,14-16_3,16-18_3,18-20_3,20-22_3,22-24_3,pubDate_4,linqmap_city_4,linqmap_roadType_4,linqmap_reportRating_4,linqmap_magvar_4,linqmap_reliability_4,x_4,y_4,light_rail_4,minutes_since_pub_4,days_since_pub_4,traffic_4,0-2_4,2-4_4,4-6_4,6-8_4,8-10_4,10-12_4,12-14_4,14-16_4,16-18_4,18-20_4,20-22_4,22-24_4,linqmap_type_1_ACCIDENT,linqmap_type_1_JAM,linqmap_type_1_ROAD_CLOSED,linqmap_subtype_1_ACCIDENT_NO_SUBTYPE,linqmap_subtype_1_JAM_HEAVY_TRAFFIC,linqmap_subtype_1_JAM_MODERATE_TRAFFIC,linqmap_subtype_1_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_1_ROAD_CLOSED_EVENT,linqmap_type_2_JAM,linqmap_type_2_ROAD_CLOSED,linqmap_type_2_WEATHERHAZARD,linqmap_subtype_2_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_2_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_2_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_2_JAM_HEAVY_TRAFFIC,linqmap_subtype_2_JAM_MODERATE_TRAFFIC,linqmap_subtype_2_JAM_NO_SUBTYPE,linqmap_subtype_2_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_2_ROAD_CLOSED_EVENT,linqmap_subtype_2_ROAD_CLOSED_NO_SUBTYPE,linqmap_type_3_ACCIDENT,linqmap_type_3_JAM,linqmap_type_3_ROAD_CLOSED,linqmap_type_3_WEATHERHAZARD,linqmap_subtype_3_ACCIDENT_NO_SUBTYPE,linqmap_subtype_3_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_3_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_3_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_3_HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,linqmap_subtype_3_JAM_HEAVY_TRAFFIC,linqmap_subtype_3_JAM_MODERATE_TRAFFIC,linqmap_subtype_3_JAM_NO_SUBTYPE,linqmap_subtype_3_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_3_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_3_ROAD_CLOSED_EVENT,linqmap_subtype_3_WEATHERHAZARD_NO_SUBTYPE,linqmap_type_4_ACCIDENT,linqmap_type_4_JAM,linqmap_type_4_ROAD_CLOSED,linqmap_type_4_WEATHERHAZARD,linqmap_subtype_4_ACCIDENT_MAJOR,linqmap_subtype_4_ACCIDENT_MINOR,linqmap_subtype_4_ACCIDENT_NO_SUBTYPE,linqmap_subtype_4_HAZARD_ON_ROAD,linqmap_subtype_4_HAZARD_ON_ROAD_CAR_STOPPED,linqmap_subtype_4_HAZARD_ON_ROAD_CONSTRUCTION,linqmap_subtype_4_HAZARD_ON_ROAD_OBJECT,linqmap_subtype_4_HAZARD_ON_ROAD_POT_HOLE,linqmap_subtype_4_HAZARD_ON_SHOULDER_CAR_STOPPED,linqmap_subtype_4_JAM_HEAVY_TRAFFIC,linqmap_subtype_4_JAM_MODERATE_TRAFFIC,linqmap_subtype_4_JAM_NO_SUBTYPE,linqmap_subtype_4_JAM_STAND_STILL_TRAFFIC,linqmap_subtype_4_ROAD_CLOSED_CONSTRUCTION,linqmap_subtype_4_ROAD_CLOSED_EVENT,linqmap_subtype_4_ROAD_CLOSED_NO_SUBTYPE,linqmap_subtype_4_WEATHERHAZARD_NO_SUBTYPE,most_prominent_street,second_most_prominent_street,1_in_most_prominent_street,1_in_second_most_prominent_street,2_in_most_prominent_street,2_in_second_most_prominent_street,3_in_most_prominent_street,3_in_second_most_prominent_street,4_in_most_prominent_street,4_in_second_most_prominent_street,z_score_1,1_used_in_mean,z_score_2,2_used_in_mean,z_score_3,3_used_in_mean,z_score_4,4_used_in_mean,mean_x,mean_y
178747.04000000004,666085.1899999995,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-22 12:08:20,תל אביב - יפו,1,0,0,10,180774.2199999997,661479.4800000004,0,0.0,22.90604537037037,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-05-15 09:21:28,תל אביב - יפו,2,5,27,5,177850.1799999997,661859.0199999996,0,31.572,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:32:30,תל אביב - יפו,2,5,126,5,182785.5,668237.4199999999,0,20.53865,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:48:45,תל אביב - יפו,2,5,100,6,181093.26999999955,665841.4399999995,0,4.288616666666667,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2531856150096057,1.0,1.6248238343033143,1.0,1.9342977668762689,1.0,0.6786157337676403,1.0,180625.79249999975,664354.3399999999
178618.1799999997,665686.4600000009,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37,תל אביב - יפו,2,0,0,10,179211.83999999985,663036.8800000008,0,0.0,155.87876533564815,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-03-20 09:00:02,תל אביב - יפו,2,0,0,10,180636.83000000007,664833.2699999996,0,0.0,56.03680939814815,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-03-22 16:00:02,תל אביב - יפו,2,0,0,10,178578.91999999993,665596.5600000005,0,0.0,53.745142638888886,1540,0,0,0,0,0,0,0,0,1,0,0,0,2022-03-30 17:20:25,תל אביב - יפו,1,0,0,10,182658.25999999975,669383.8599999994,0,0.0,45.68932091435185,1366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4830933867534923,1.0,0.49072803372635937,1.0,0.8742713932936746,1.0,2.2565827420312745,1.0,180271.4624999999,665712.6425000001
179867.38999999966,661597.5700000003,JAM,JAM_NO_SUBTYPE,2022-01-10 14:00:03,תל אביב - יפו,2,0,0,10,179225.83999999985,663041.8200000003,0,0.0,124.8284645949074,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,10,177424.86000000034,662262.4000000004,0,0.0,100.79926314814814,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-05-15 09:13:30,תל אביב - יפו,2,5,190,8,180324.33000000007,669064.6699999999,0,39.539,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:34:46,תל אביב - יפו,1,5,67,5,176703.8099999996,662380.6699999999,0,18.27235,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6569783094471128,1.0,1.0162821661653485,1.0,2.455724369529565,1.0,1.1686302387565894,1.0,178419.70999999996,664187.3900000001
179117.66000000015,663981.2599999998,ROAD_CLOSED,ROAD_CLOSED_NO_SUBTYPE,2021-08-12 14:00:04,תל אביב - יפו,1,0,0,10,179694.4400000004,665825.2200000007,0,0.0,275.82845311342595,785,0,0,0,0,0,0,0,1,0,0,0,0,2021-12-12 12:09:18,תל אביב - יפו,2,0,0,10,179084.16000000015,663131.1799999997,0,0.0,153.90537434027777,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-22 12:08:20,תל אביב - יפו,1,0,0,10,180770.2999999998,661493.5800000001,0,0.0,22.906045671296297,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-05-15 09:50:45,תל אביב - יפו,2,5,90,5,180053.0700000003,661595.6500000004,0,2.289083333333333,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3916293447078574,1.0,0.6994060076034806,1.0,1.4829415198813065,1.0,1.2070737131673053,1.0,179900.49250000017,663011.4075000002
177366.4400000004,661908.0899999999,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,10,177321.38999999966,661428.4299999997,0,0.0,100.7992633449074,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-06 09:05:17,תל אביב - יפו,2,0,0,6,177426.34999999963,662419.4100000001,0,0.0,98.03316380787037,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-10 11:37:09,תל אביב - יפו,2,0,0,10,178909.51999999955,666038.7699999996,0,0.0,93.92770081018519,1000,0,0,0,0,0,1,0,0,0,0,0,0,2022-02-10 11:37:09,תל אביב - יפו,2,0,0,10,179045.6900000004,665999.7799999993,0,0.0,93.92770083333333,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1.862014396371687,1.0,1.1962735887914147,1.0,1.522423135762205,1.0,1.531681875153023,1.0,178175.7374999998,663971.5974999997
177401.2000000002,662045.3599999994,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:05,תל אביב - יפו,2,0,0,10,177334.5,661514.4299999997,0,0.0,100.79927496527777,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-03 14:42:05,תל אביב - יפו,2,0,0,10,177347.7999999998,661625.0600000005,0,0.0,100.79927497685185,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,6,177434.91000000015,662363.7100000009,0,0.0,100.79926339120371,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-05-15 09:34:03,תל אביב - יפו,2,5,13,6,179777.26999999955,662925.9600000009,0,18.989266666666666,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.0785660136114725,1.0,0.977490996341752,1.0,0.7381634279087604,1.0,2.4506538316628648,1.0,177973.61999999988,662107.2900000005
180244.75,664183.7100000009,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,6,177413.54000000004,662175.6099999994,0,0.0,100.79926342592593,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-06 09:05:17,תל אביב - יפו,2,0,0,6,177381.58999999985,662031.7899999991,0,0.0,98.03316390046297,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:38:14,תל אביב - יפו,1,5,158,5,183240.91999999995,670599.0299999993,0,14.806016666666666,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:50:23,תל אביב - יפו,2,0,331,5,177199.8799999999,662258.5899999999,0,2.656,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.8085863316217238,1.0,0.8529450633396157,1.0,2.486505731109381,1.0,0.8276778560705367,1.0,178808.98249999993,664266.2549999994
182872.4000000004,669542.1799999997,JAM,JAM_STAND_STILL_TRAFFIC,2022-03-07 21:14:57,תל אביב - יפו,17,0,0,10,178540.1799999997,663026.1099999994,0,0.0,68.52645097222222,790,0,0,0,0,0,0,0,0,0,0,1,0,2022-03-07 21:14:58,תל אביב - יפו,17,0,0,6,178698.5599999996,663005.4399999995,0,0.0,68.52643943287038,790,0,0,0,0,0,0,0,0,0,0,1,0,2022-04-22 12:08:20,תל אביב - יפו,1,0,0,10,180749.91999999995,661572.5,0,0.0,22.906045891203703,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-05-15 09:34:00,תל אביב - יפו,2,5,106,5,179142.83999999985,663973.5199999996,0,19.039416666666668,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.8705511370507257,1.0,0.6864527469355783,1.0,2.279135763073251,1.0,1.2559083784365754,1.0,179282.87499999977,662894.3924999996
176901.25999999978,661672.7599999998,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,6,177356.33999999985,661702.3200000003,0,0.0,100.79926356481481,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-04-22 12:08:20,תל אביב - יפו,1,0,0,6,180770.2999999998,661493.5800000001,0,0.0,22.906046006944443,1141,0,0,0,0,0,0,1,0,0,0,0,0,2022-05-15 09:37:16,תל אביב - יפו,2,5,288,5,181058.50999999975,664684.8599999994,0,15.772916666666667,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-15 09:49:59,תל אביב - יפו,2,5,249,5,181118.24000000025,667584.6899999995,0,3.0561833333333333,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.709502090049474,1.0,1.2160802174421652,1.0,0.6290591170164961,1.0,1.8994748873985692,1.0,180075.84749999992,663866.3624999998
177395.46999999974,662145.5199999996,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06,תל אביב - יפו,2,0,0,10,177363.59999999963,661768.3800000008,0,0.0,100.79926362268519,785,0,0,0,0,0,0,0,1,0,0,0,0,2022-03-07 21:14:58,תל אביב - יפו,16,0,0,10,178580.53000000026,663032.5,0,0.0,68.52643954861111,790,0,0,0,0,0,0,0,0,0,0,1,0,2022-03-22 16:00:02,תל אביב - יפו,2,0,0,10,178693.75,665885.8900000006,0,0.0,53.74514328703704,1540,0,0,0,0,0,0,0,0,1,0,0,0,2022-05-15 09:24:26,תל אביב - יפו,2,5,9,6,179814.16999999993,663114.7799999993,0,28.606366666666666,0.0,2205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766921158742037,1.0,0.3534625464272331,1.0,2.0549584602405617,1.0,1.0517164155296543,1.0,178613.01249999995,663450.3875000002
